item_id,interaction_count,popularity_rank
22871,19,10324
22887,19,10325
22912,19,10326
22996,19,10327
23124,19,10328
23365,19,10329
23424,19,10330
23491,19,10331
23563,19,10332
23639,19,10333
23659,19,10334
23706,19,10335
23739,19,10336
23779,19,10337
23793,19,10338
23803,19,10339
23820,19,10340
23928,19,10341
23944,19,10342
24139,19,10343
24140,19,10344
24189,19,10345
24244,19,10346
24308,19,10347
24339,19,10348
24350,19,10349
24367,19,10350
24407,19,10351
24466,19,10352
24481,19,10353
24526,19,10354
24534,19,10355
24614,19,10356
24665,19,10357
24717,19,10358
24727,19,10359
24825,19,10360
24970,19,10361
25022,19,10362
25024,19,10363
25100,19,10364
25136,19,10365
25142,19,10366
25211,19,10367
25325,19,10368
25348,19,10369
25407,19,10370
25431,19,10371
25446,19,10372
25464,19,10373
25531,19,10374
25538,19,10375
25554,19,10376
25561,19,10377
25571,19,10378
25596,19,10379
25705,19,10380
25752,19,10381
25754,19,10382
25867,19,10383
26021,19,10384
26066,19,10385
26129,19,10386
26173,19,10387
26315,19,10388
26408,19,10389
26502,19,10390
26503,19,10391
26535,19,10392
26576,19,10393
26589,19,10394
26605,19,10395
26689,19,10396
26734,19,10397
26792,19,10398
26929,19,10399
26982,19,10400
27202,19,10401
27249,19,10402
27272,19,10403
27411,19,10404
27429,19,10405
27495,19,10406
27532,19,10407
27549,19,10408
27575,19,10409
27677,19,10410
27917,19,10411
27934,19,10412
27967,19,10413
28031,19,10414
28079,19,10415
28142,19,10416
28153,19,10417
28208,19,10418
28228,19,10419
28244,19,10420
28266,19,10421
28328,19,10422
28366,19,10423
28436,19,10424
28620,19,10425
28669,19,10426
28807,19,10427
28840,19,10428
28901,19,10429
28920,19,10430
28943,19,10431
28977,19,10432
28984,19,10433
29036,19,10434
29127,19,10435
29137,19,10436
29207,19,10437
29228,19,10438
29257,19,10439
29313,19,10440
29363,19,10441
29393,19,10442
29413,19,10443
29424,19,10444
29465,19,10445
29531,19,10446
29613,19,10447
29614,19,10448
29617,19,10449
29632,19,10450
29751,19,10451
29796,19,10452
29804,19,10453
29840,19,10454
29917,19,10455
29979,19,10456
30015,19,10457
30089,19,10458
30170,19,10459
30171,19,10460
30231,19,10461
30257,19,10462
30272,19,10463
30279,19,10464
30304,19,10465
30328,19,10466
30330,19,10467
30443,19,10468
30811,19,10469
30975,19,10470
30983,19,10471
31104,19,10472
31202,19,10473
31213,19,10474
31221,19,10475
31395,19,10476
31429,19,10477
31434,19,10478
31576,19,10479
31580,19,10480
31581,19,10481
31714,19,10482
31747,19,10483
31875,19,10484
31940,19,10485
32041,19,10486
32072,19,10487
32113,19,10488
32216,19,10489
32249,19,10490
32342,19,10491
32362,19,10492
32449,19,10493
32458,19,10494
32540,19,10495
32580,19,10496
32638,19,10497
32711,19,10498
32731,19,10499
32735,19,10500
32962,19,10501
33003,19,10502
33068,19,10503
33082,19,10504
33089,19,10505
33107,19,10506
33165,19,10507
33207,19,10508
33279,19,10509
33332,19,10510
33456,19,10511
33529,19,10512
33645,19,10513
33666,19,10514
33681,19,10515
33690,19,10516
33758,19,10517
33833,19,10518
33868,19,10519
34057,19,10520
34140,19,10521
34231,19,10522
34313,19,10523
34443,19,10524
34561,19,10525
34597,19,10526
34653,19,10527
35266,19,10528
35354,19,10529
35403,19,10530
35405,19,10531
35508,19,10532
35615,19,10533
35698,19,10534
35762,19,10535
35789,19,10536
36033,19,10537
36105,19,10538
36393,19,10539
36485,19,10540
36499,19,10541
36524,19,10542
36802,19,10543
36821,19,10544
36883,19,10545
36973,19,10546
37054,19,10547
37072,19,10548
37104,19,10549
37141,19,10550
37167,19,10551
37176,19,10552
37202,19,10553
37521,19,10554
37583,19,10555
37668,19,10556
37940,19,10557
38104,19,10558
38196,19,10559
38259,19,10560
38283,19,10561
38299,19,10562
38339,19,10563
38471,19,10564
38787,19,10565
38972,19,10566
38994,19,10567
39030,19,10568
39031,19,10569
39092,19,10570
39132,19,10571
39149,19,10572
39187,19,10573
39203,19,10574
39261,19,10575
39397,19,10576
39428,19,10577
39439,19,10578
39535,19,10579
39712,19,10580
40066,19,10581
40221,19,10582
40319,19,10583
40614,19,10584
2,18,10585
59,18,10586
68,18,10587
69,18,10588
101,18,10589
154,18,10590
225,18,10591
240,18,10592
285,18,10593
339,18,10594
354,18,10595
365,18,10596
382,18,10597
423,18,10598
626,18,10599
640,18,10600
720,18,10601
846,18,10602
883,18,10603
912,18,10604
949,18,10605
1124,18,10606
1171,18,10607
1223,18,10608
1363,18,10609
1456,18,10610
1490,18,10611
1491,18,10612
1561,18,10613
1568,18,10614
1579,18,10615
1580,18,10616
1588,18,10617
1656,18,10618
1707,18,10619
1722,18,10620
1750,18,10621
1775,18,10622
1839,18,10623
1912,18,10624
1916,18,10625
1940,18,10626
1957,18,10627
1961,18,10628
2122,18,10629
2128,18,10630
2149,18,10631
2186,18,10632
2228,18,10633
2335,18,10634
2355,18,10635
2407,18,10636
2443,18,10637
2456,18,10638
2532,18,10639
2534,18,10640
2538,18,10641
2546,18,10642
2614,18,10643
2615,18,10644
2636,18,10645
2766,18,10646
2790,18,10647
2822,18,10648
2827,18,10649
2842,18,10650
2891,18,10651
3015,18,10652
3057,18,10653
3110,18,10654
3188,18,10655
3217,18,10656
3257,18,10657
3354,18,10658
3355,18,10659
3359,18,10660
3368,18,10661
3424,18,10662
3430,18,10663
3520,18,10664
3527,18,10665
3584,18,10666
3628,18,10667
3635,18,10668
3647,18,10669
3649,18,10670
3712,18,10671
3725,18,10672
3745,18,10673
3804,18,10674
3868,18,10675
3882,18,10676
3890,18,10677
3894,18,10678
3904,18,10679
3975,18,10680
4020,18,10681
4026,18,10682
4055,18,10683
4068,18,10684
4106,18,10685
4121,18,10686
4158,18,10687
4165,18,10688
4182,18,10689
4213,18,10690
4218,18,10691
4267,18,10692
4315,18,10693
4325,18,10694
4403,18,10695
4433,18,10696
4457,18,10697
4471,18,10698
4472,18,10699
4495,18,10700
4512,18,10701
4589,18,10702
4647,18,10703
4660,18,10704
4665,18,10705
4676,18,10706
4737,18,10707
4763,18,10708
4779,18,10709
4951,18,10710
5013,18,10711
5084,18,10712
5118,18,10713
5337,18,10714
5404,18,10715
5416,18,10716
5442,18,10717
5561,18,10718
5584,18,10719
5586,18,10720
5624,18,10721
5634,18,10722
5647,18,10723
5653,18,10724
5694,18,10725
5697,18,10726
5800,18,10727
5848,18,10728
5880,18,10729
5899,18,10730
5933,18,10731
5957,18,10732
5985,18,10733
5987,18,10734
6025,18,10735
6043,18,10736
6112,18,10737
6155,18,10738
6198,18,10739
6215,18,10740
6234,18,10741
6256,18,10742
6275,18,10743
6292,18,10744
6336,18,10745
6404,18,10746
6408,18,10747
6409,18,10748
6484,18,10749
6494,18,10750
6592,18,10751
6658,18,10752
6675,18,10753
6711,18,10754
6755,18,10755
6762,18,10756
6803,18,10757
6814,18,10758
6819,18,10759
6823,18,10760
6860,18,10761
7022,18,10762
7033,18,10763
7070,18,10764
7081,18,10765
7091,18,10766
7100,18,10767
7101,18,10768
7114,18,10769
7140,18,10770
7230,18,10771
7235,18,10772
7263,18,10773
7271,18,10774
7307,18,10775
7312,18,10776
7321,18,10777
7329,18,10778
7340,18,10779
7344,18,10780
7360,18,10781
7415,18,10782
7430,18,10783
7454,18,10784
7480,18,10785
7491,18,10786
7522,18,10787
7537,18,10788
7538,18,10789
7561,18,10790
7579,18,10791
7589,18,10792
7602,18,10793
7617,18,10794
7767,18,10795
7843,18,10796
7906,18,10797
7914,18,10798
7924,18,10799
7943,18,10800
7946,18,10801
8010,18,10802
8040,18,10803
8148,18,10804
8160,18,10805
8218,18,10806
8251,18,10807
8260,18,10808
8318,18,10809
8468,18,10810
8533,18,10811
8557,18,10812
8596,18,10813
8616,18,10814
8617,18,10815
8661,18,10816
8675,18,10817
8677,18,10818
8684,18,10819
8687,18,10820
8705,18,10821
8734,18,10822
8746,18,10823
8764,18,10824
8768,18,10825
8784,18,10826
8803,18,10827
8816,18,10828
8848,18,10829
8877,18,10830
8979,18,10831
9002,18,10832
9046,18,10833
9065,18,10834
9125,18,10835
9284,18,10836
9361,18,10837
9380,18,10838
9389,18,10839
9392,18,10840
9400,18,10841
9412,18,10842
9443,18,10843
9480,18,10844
9524,18,10845
9599,18,10846
9607,18,10847
9624,18,10848
9667,18,10849
9681,18,10850
9726,18,10851
9841,18,10852
9872,18,10853
9878,18,10854
9883,18,10855
9994,18,10856
10084,18,10857
10232,18,10858
10263,18,10859
10321,18,10860
10341,18,10861
10371,18,10862
10407,18,10863
10442,18,10864
10469,18,10865
10514,18,10866
10526,18,10867
10597,18,10868
10654,18,10869
10655,18,10870
10733,18,10871
10758,18,10872
10761,18,10873
10779,18,10874
10786,18,10875
10807,18,10876
10825,18,10877
10850,18,10878
10946,18,10879
10971,18,10880
11011,18,10881
11034,18,10882
11048,18,10883
11080,18,10884
11089,18,10885
11095,18,10886
11142,18,10887
11189,18,10888
11271,18,10889
11279,18,10890
11307,18,10891
11324,18,10892
11334,18,10893
11344,18,10894
11379,18,10895
11384,18,10896
11396,18,10897
11402,18,10898
11463,18,10899
11470,18,10900
11492,18,10901
11496,18,10902
11571,18,10903
11582,18,10904
11613,18,10905
11620,18,10906
11626,18,10907
11659,18,10908
11797,18,10909
11806,18,10910
11828,18,10911
11838,18,10912
11899,18,10913
11973,18,10914
12127,18,10915
12168,18,10916
12224,18,10917
12250,18,10918
12269,18,10919
12284,18,10920
12287,18,10921
12291,18,10922
12446,18,10923
12461,18,10924
12512,18,10925
12521,18,10926
12560,18,10927
12576,18,10928
12582,18,10929
12597,18,10930
12662,18,10931
12708,18,10932
12712,18,10933
12752,18,10934
12800,18,10935
12812,18,10936
12815,18,10937
12861,18,10938
12872,18,10939
12927,18,10940
12941,18,10941
12966,18,10942
12985,18,10943
13047,18,10944
13081,18,10945
13087,18,10946
13180,18,10947
13188,18,10948
13196,18,10949
13348,18,10950
13366,18,10951
13373,18,10952
13407,18,10953
13513,18,10954
13569,18,10955
13570,18,10956
13587,18,10957
13621,18,10958
13641,18,10959
13680,18,10960
13772,18,10961
13793,18,10962
13819,18,10963
13825,18,10964
13868,18,10965
13885,18,10966
13906,18,10967
13957,18,10968
13983,18,10969
13986,18,10970
14000,18,10971
14034,18,10972
14048,18,10973
14145,18,10974
14149,18,10975
14177,18,10976
14203,18,10977
14251,18,10978
14273,18,10979
14286,18,10980
14294,18,10981
14353,18,10982
14442,18,10983
14458,18,10984
14514,18,10985
14630,18,10986
14632,18,10987
14763,18,10988
14778,18,10989
14780,18,10990
14805,18,10991
14850,18,10992
14854,18,10993
14882,18,10994
14905,18,10995
14908,18,10996
14949,18,10997
14974,18,10998
14993,18,10999
14994,18,11000
14998,18,11001
15051,18,11002
15067,18,11003
15076,18,11004
15080,18,11005
15113,18,11006
15123,18,11007
15143,18,11008
15165,18,11009
15174,18,11010
15246,18,11011
15346,18,11012
15350,18,11013
15358,18,11014
15427,18,11015
15456,18,11016
15458,18,11017
15469,18,11018
15473,18,11019
15486,18,11020
15540,18,11021
15566,18,11022
15603,18,11023
15641,18,11024
15659,18,11025
15747,18,11026
15772,18,11027
15823,18,11028
15898,18,11029
15938,18,11030
15981,18,11031
15999,18,11032
16026,18,11033
16052,18,11034
16096,18,11035
16200,18,11036
16284,18,11037
16291,18,11038
16356,18,11039
16383,18,11040
16400,18,11041
16415,18,11042
16428,18,11043
16431,18,11044
16463,18,11045
16494,18,11046
16509,18,11047
16527,18,11048
16603,18,11049
16622,18,11050
16656,18,11051
16690,18,11052
16736,18,11053
16747,18,11054
16756,18,11055
16767,18,11056
16798,18,11057
16868,18,11058
16905,18,11059
16962,18,11060
16987,18,11061
17082,18,11062
17083,18,11063
17092,18,11064
17106,18,11065
17186,18,11066
17215,18,11067
17306,18,11068
17419,18,11069
17428,18,11070
17441,18,11071
17445,18,11072
17539,18,11073
17547,18,11074
17610,18,11075
17654,18,11076
17738,18,11077
17802,18,11078
17821,18,11079
17844,18,11080
17848,18,11081
17850,18,11082
17861,18,11083
17923,18,11084
17981,18,11085
17990,18,11086
18105,18,11087
18118,18,11088
18296,18,11089
18331,18,11090
18334,18,11091
18348,18,11092
18367,18,11093
18412,18,11094
18482,18,11095
18516,18,11096
18599,18,11097
18603,18,11098
18646,18,11099
18703,18,11100
18751,18,11101
18763,18,11102
18773,18,11103
18806,18,11104
18813,18,11105
18920,18,11106
18929,18,11107
19008,18,11108
19037,18,11109
19168,18,11110
19276,18,11111
19282,18,11112
19324,18,11113
19326,18,11114
19342,18,11115
19348,18,11116
19381,18,11117
19478,18,11118
19508,18,11119
19542,18,11120
19547,18,11121
19594,18,11122
19700,18,11123
19701,18,11124
19707,18,11125
19708,18,11126
19719,18,11127
19746,18,11128
19773,18,11129
19812,18,11130
19833,18,11131
19837,18,11132
19903,18,11133
19982,18,11134
19995,18,11135
20013,18,11136
20069,18,11137
20112,18,11138
20122,18,11139
20132,18,11140
20148,18,11141
20176,18,11142
20187,18,11143
20219,18,11144
20290,18,11145
20305,18,11146
20317,18,11147
20407,18,11148
20540,18,11149
20565,18,11150
20576,18,11151
20584,18,11152
20611,18,11153
20692,18,11154
20809,18,11155
20827,18,11156
20851,18,11157
20856,18,11158
20872,18,11159
20886,18,11160
20995,18,11161
21059,18,11162
21080,18,11163
21102,18,11164
21123,18,11165
21139,18,11166
21157,18,11167
21217,18,11168
21265,18,11169
21307,18,11170
21404,18,11171
21452,18,11172
21464,18,11173
21486,18,11174
21503,18,11175
21554,18,11176
21630,18,11177
21665,18,11178
21781,18,11179
21861,18,11180
22051,18,11181
22066,18,11182
22087,18,11183
22113,18,11184
22125,18,11185
22293,18,11186
22341,18,11187
22390,18,11188
22442,18,11189
22487,18,11190
22540,18,11191
22542,18,11192
22569,18,11193
22674,18,11194
22691,18,11195
22814,18,11196
22892,18,11197
22901,18,11198
22947,18,11199
22960,18,11200
22991,18,11201
23099,18,11202
23103,18,11203
23140,18,11204
23173,18,11205
23220,18,11206
23238,18,11207
23289,18,11208
23295,18,11209
23339,18,11210
23429,18,11211
23457,18,11212
23497,18,11213
23578,18,11214
23586,18,11215
23597,18,11216
23701,18,11217
23762,18,11218
23767,18,11219
23777,18,11220
23903,18,11221
23906,18,11222
23989,18,11223
24003,18,11224
24061,18,11225
24097,18,11226
24184,18,11227
24191,18,11228
24275,18,11229
24279,18,11230
24319,18,11231
24336,18,11232
24353,18,11233
24365,18,11234
24379,18,11235
24401,18,11236
24404,18,11237
24463,18,11238
24468,18,11239
24469,18,11240
24549,18,11241
24558,18,11242
24569,18,11243
24615,18,11244
24654,18,11245
24658,18,11246
24688,18,11247
24797,18,11248
24806,18,11249
24808,18,11250
24885,18,11251
24922,18,11252
25020,18,11253
25026,18,11254
25031,18,11255
25052,18,11256
25082,18,11257
25095,18,11258
25108,18,11259
25118,18,11260
25196,18,11261
25250,18,11262
25299,18,11263
25311,18,11264
25334,18,11265
25520,18,11266
25592,18,11267
25597,18,11268
25601,18,11269
25622,18,11270
25636,18,11271
25640,18,11272
25745,18,11273
25781,18,11274
25878,18,11275
26050,18,11276
26072,18,11277
26106,18,11278
26128,18,11279
26277,18,11280
26313,18,11281
26352,18,11282
26372,18,11283
26384,18,11284
26394,18,11285
26404,18,11286
26429,18,11287
26430,18,11288
26436,18,11289
26463,18,11290
26532,18,11291
26567,18,11292
26594,18,11293
26597,18,11294
26619,18,11295
26659,18,11296
26700,18,11297
26794,18,11298
26907,18,11299
27012,18,11300
27039,18,11301
27053,18,11302
27078,18,11303
27118,18,11304
27160,18,11305
27211,18,11306
27229,18,11307
27268,18,11308
27318,18,11309
27421,18,11310
27424,18,11311
27431,18,11312
27481,18,11313
27482,18,11314
27510,18,11315
27562,18,11316
27623,18,11317
27628,18,11318
27636,18,11319
27653,18,11320
27660,18,11321
27702,18,11322
27717,18,11323
27814,18,11324
27837,18,11325
27839,18,11326
27846,18,11327
27849,18,11328
27858,18,11329
27868,18,11330
27869,18,11331
28016,18,11332
28029,18,11333
28092,18,11334
28123,18,11335
28128,18,11336
28168,18,11337
28178,18,11338
28182,18,11339
28195,18,11340
28196,18,11341
28218,18,11342
28272,18,11343
28282,18,11344
28286,18,11345
28342,18,11346
28451,18,11347
28457,18,11348
28533,18,11349
28667,18,11350
28803,18,11351
28847,18,11352
28875,18,11353
28894,18,11354
28908,18,11355
28948,18,11356
28967,18,11357
29017,18,11358
29046,18,11359
29051,18,11360
29064,18,11361
29082,18,11362
29096,18,11363
29142,18,11364
29219,18,11365
29280,18,11366
29296,18,11367
29324,18,11368
29328,18,11369
29456,18,11370
29460,18,11371
29534,18,11372
29548,18,11373
29552,18,11374
29561,18,11375
29658,18,11376
29737,18,11377
29797,18,11378
29806,18,11379
29821,18,11380
29879,18,11381
29881,18,11382
29885,18,11383
29959,18,11384
29994,18,11385
30037,18,11386
30087,18,11387
30166,18,11388
30175,18,11389
30223,18,11390
30240,18,11391
30295,18,11392
30351,18,11393
30405,18,11394
30464,18,11395
30489,18,11396
30551,18,11397
30563,18,11398
30564,18,11399
30566,18,11400
30630,18,11401
30732,18,11402
30762,18,11403
30765,18,11404
30896,18,11405
30911,18,11406
31078,18,11407
31093,18,11408
31123,18,11409
31191,18,11410
31211,18,11411
31215,18,11412
31257,18,11413
31288,18,11414
31293,18,11415
31324,18,11416
31337,18,11417
31375,18,11418
31485,18,11419
31570,18,11420
31631,18,11421
31743,18,11422
31763,18,11423
31778,18,11424
31819,18,11425
31822,18,11426
31865,18,11427
31880,18,11428
31891,18,11429
31912,18,11430
31919,18,11431
31948,18,11432
31973,18,11433
32167,18,11434
32188,18,11435
32265,18,11436
32300,18,11437
32379,18,11438
32407,18,11439
32614,18,11440
32623,18,11441
32717,18,11442
32756,18,11443
32789,18,11444
32809,18,11445
32867,18,11446
32871,18,11447
32925,18,11448
33038,18,11449
33096,18,11450
33104,18,11451
33168,18,11452
33209,18,11453
33281,18,11454
33342,18,11455
33377,18,11456
33464,18,11457
33475,18,11458
33556,18,11459
33569,18,11460
33706,18,11461
33712,18,11462
33723,18,11463
33729,18,11464
33784,18,11465
33824,18,11466
33828,18,11467
33961,18,11468
33971,18,11469
33976,18,11470
33997,18,11471
34093,18,11472
34103,18,11473
34151,18,11474
34162,18,11475
34205,18,11476
34268,18,11477
34275,18,11478
34279,18,11479
34562,18,11480
34563,18,11481
34726,18,11482
34747,18,11483
34762,18,11484
34784,18,11485
34869,18,11486
35115,18,11487
35163,18,11488
35198,18,11489
35213,18,11490
35407,18,11491
35476,18,11492
35561,18,11493
35617,18,11494
35639,18,11495
36042,18,11496
36159,18,11497
36196,18,11498
36208,18,11499
36238,18,11500
36308,18,11501
36315,18,11502
36358,18,11503
36457,18,11504
36458,18,11505
36554,18,11506
36665,18,11507
36799,18,11508
36803,18,11509
36820,18,11510
36960,18,11511
37044,18,11512
37114,18,11513
37189,18,11514
37205,18,11515
37324,18,11516
37443,18,11517
37477,18,11518
37666,18,11519
37820,18,11520
37886,18,11521
38055,18,11522
38061,18,11523
38125,18,11524
38142,18,11525
38157,18,11526
38189,18,11527
38223,18,11528
38239,18,11529
38340,18,11530
38342,18,11531
38379,18,11532
38465,18,11533
38467,18,11534
38597,18,11535
38758,18,11536
38789,18,11537
38825,18,11538
38855,18,11539
38892,18,11540
39097,18,11541
39171,18,11542
39209,18,11543
39288,18,11544
39519,18,11545
39530,18,11546
39627,18,11547
39707,18,11548
39934,18,11549
40103,18,11550
40144,18,11551
40339,18,11552
40485,18,11553
40488,18,11554
40599,18,11555
40765,18,11556
40898,18,11557
26,17,11558
62,17,11559
94,17,11560
130,17,11561
133,17,11562
139,17,11563
153,17,11564
288,17,11565
289,17,11566
379,17,11567
509,17,11568
539,17,11569
646,17,11570
663,17,11571
730,17,11572
738,17,11573
760,17,11574
771,17,11575
785,17,11576
871,17,11577
938,17,11578
950,17,11579
968,17,11580
1003,17,11581
1040,17,11582
1063,17,11583
1071,17,11584
1112,17,11585
1178,17,11586
1239,17,11587
1259,17,11588
1351,17,11589
1397,17,11590
1449,17,11591
1507,17,11592
1512,17,11593
1517,17,11594
1532,17,11595
1533,17,11596
1570,17,11597
1592,17,11598
1598,17,11599
1639,17,11600
1661,17,11601
1675,17,11602
1723,17,11603
1725,17,11604
1744,17,11605
1812,17,11606
1827,17,11607
1869,17,11608
1879,17,11609
1889,17,11610
2034,17,11611
2091,17,11612
2126,17,11613
2296,17,11614
2349,17,11615
2374,17,11616
2385,17,11617
2410,17,11618
2420,17,11619
2435,17,11620
2440,17,11621
2578,17,11622
2583,17,11623
2608,17,11624
2706,17,11625
2723,17,11626
2732,17,11627
2742,17,11628
2749,17,11629
2815,17,11630
2853,17,11631
2858,17,11632
2878,17,11633
2890,17,11634
2901,17,11635
2914,17,11636
2966,17,11637
2979,17,11638
2981,17,11639
2983,17,11640
3055,17,11641
3139,17,11642
3156,17,11643
3207,17,11644
3309,17,11645
3320,17,11646
3351,17,11647
3423,17,11648
3452,17,11649
3614,17,11650
3636,17,11651
3644,17,11652
3670,17,11653
3696,17,11654
3700,17,11655
3702,17,11656
3724,17,11657
3726,17,11658
3742,17,11659
3753,17,11660
3756,17,11661
3779,17,11662
3802,17,11663
3832,17,11664
3841,17,11665
3866,17,11666
3912,17,11667
3939,17,11668
3947,17,11669
3949,17,11670
4005,17,11671
4012,17,11672
4019,17,11673
4034,17,11674
4044,17,11675
4229,17,11676
4241,17,11677
4255,17,11678
4269,17,11679
4300,17,11680
4357,17,11681
4369,17,11682
4455,17,11683
4489,17,11684
4502,17,11685
4503,17,11686
4520,17,11687
4554,17,11688
4649,17,11689
4848,17,11690
4918,17,11691
4978,17,11692
4983,17,11693
5055,17,11694
5087,17,11695
5089,17,11696
5137,17,11697
5234,17,11698
5413,17,11699
5471,17,11700
5496,17,11701
5522,17,11702
5526,17,11703
5596,17,11704
5627,17,11705
5642,17,11706
5650,17,11707
5662,17,11708
5672,17,11709
5714,17,11710
5729,17,11711
5761,17,11712
5764,17,11713
5847,17,11714
5850,17,11715
5892,17,11716
5895,17,11717
5920,17,11718
5929,17,11719
5958,17,11720
5974,17,11721
5976,17,11722
5979,17,11723
5998,17,11724
6075,17,11725
6124,17,11726
6165,17,11727
6189,17,11728
6196,17,11729
6214,17,11730
6262,17,11731
6288,17,11732
6328,17,11733
6356,17,11734
6378,17,11735
6416,17,11736
6463,17,11737
6464,17,11738
6465,17,11739
6466,17,11740
6475,17,11741
6573,17,11742
6612,17,11743
6649,17,11744
6652,17,11745
6654,17,11746
6662,17,11747
6748,17,11748
6770,17,11749
6857,17,11750
6912,17,11751
6938,17,11752
6950,17,11753
7027,17,11754
7055,17,11755
7073,17,11756
7136,17,11757
7200,17,11758
7201,17,11759
7229,17,11760
7234,17,11761
7281,17,11762
7304,17,11763
7477,17,11764
7492,17,11765
7499,17,11766
7551,17,11767
7553,17,11768
7625,17,11769
7700,17,11770
7760,17,11771
7804,17,11772
7812,17,11773
7840,17,11774
7882,17,11775
8004,17,11776
8018,17,11777
8029,17,11778
8099,17,11779
8139,17,11780
8177,17,11781
8181,17,11782
8232,17,11783
8278,17,11784
8384,17,11785
8396,17,11786
8405,17,11787
8476,17,11788
8511,17,11789
8589,17,11790
8599,17,11791
8624,17,11792
8631,17,11793
8697,17,11794
8707,17,11795
8725,17,11796
8810,17,11797
8811,17,11798
8889,17,11799
8934,17,11800
8953,17,11801
8955,17,11802
8989,17,11803
9000,17,11804
9004,17,11805
9027,17,11806
9113,17,11807
9174,17,11808
9307,17,11809
9357,17,11810
9365,17,11811
9377,17,11812
9399,17,11813
9409,17,11814
9410,17,11815
9423,17,11816
9439,17,11817
9459,17,11818
9527,17,11819
9529,17,11820
9536,17,11821
9579,17,11822
9620,17,11823
9660,17,11824
9671,17,11825
9699,17,11826
9739,17,11827
9740,17,11828
9815,17,11829
9818,17,11830
9909,17,11831
9953,17,11832
9967,17,11833
9968,17,11834
9970,17,11835
9979,17,11836
9981,17,11837
9982,17,11838
9992,17,11839
10008,17,11840
10045,17,11841
10047,17,11842
10052,17,11843
10092,17,11844
10163,17,11845
10226,17,11846
10254,17,11847
10284,17,11848
10356,17,11849
10377,17,11850
10409,17,11851
10445,17,11852
10501,17,11853
10516,17,11854
10523,17,11855
10540,17,11856
10589,17,11857
10643,17,11858
10690,17,11859
10693,17,11860
10708,17,11861
10710,17,11862
10755,17,11863
10803,17,11864
10817,17,11865
10824,17,11866
10826,17,11867
10839,17,11868
10851,17,11869
10889,17,11870
10913,17,11871
10939,17,11872
10993,17,11873
11004,17,11874
11051,17,11875
11062,17,11876
11076,17,11877
11102,17,11878
11121,17,11879
11138,17,11880
11188,17,11881
11269,17,11882
11341,17,11883
11350,17,11884
11359,17,11885
11369,17,11886
11376,17,11887
11398,17,11888
11406,17,11889
11416,17,11890
11474,17,11891
11487,17,11892
11502,17,11893
11512,17,11894
11515,17,11895
11589,17,11896
11642,17,11897
11671,17,11898
11772,17,11899
11778,17,11900
11782,17,11901
11787,17,11902
11816,17,11903
11894,17,11904
11900,17,11905
11916,17,11906
11921,17,11907
11955,17,11908
12029,17,11909
12061,17,11910
12079,17,11911
12116,17,11912
12138,17,11913
12198,17,11914
12227,17,11915
12253,17,11916
12276,17,11917
12279,17,11918
12331,17,11919
12333,17,11920
12361,17,11921
12384,17,11922
12409,17,11923
12434,17,11924
12474,17,11925
12486,17,11926
12553,17,11927
12606,17,11928
12608,17,11929
12611,17,11930
12775,17,11931
12792,17,11932
12805,17,11933
12822,17,11934
12865,17,11935
12867,17,11936
12880,17,11937
12885,17,11938
12905,17,11939
12939,17,11940
13056,17,11941
13069,17,11942
13155,17,11943
13159,17,11944
13162,17,11945
13179,17,11946
13271,17,11947
13305,17,11948
13310,17,11949
13328,17,11950
13354,17,11951
13380,17,11952
13389,17,11953
13398,17,11954
13404,17,11955
13436,17,11956
13449,17,11957
13453,17,11958
13516,17,11959
13541,17,11960
13626,17,11961
13802,17,11962
13806,17,11963
13838,17,11964
13862,17,11965
13899,17,11966
13910,17,11967
13912,17,11968
13949,17,11969
14082,17,11970
14096,17,11971
14115,17,11972
14124,17,11973
14141,17,11974
14176,17,11975
14218,17,11976
14310,17,11977
14323,17,11978
14351,17,11979
14417,17,11980
14440,17,11981
14455,17,11982
14465,17,11983
14537,17,11984
14629,17,11985
14673,17,11986
14681,17,11987
14703,17,11988
14720,17,11989
14722,17,11990
14724,17,11991
14737,17,11992
14750,17,11993
14777,17,11994
14795,17,11995
14829,17,11996
14848,17,11997
14891,17,11998
14920,17,11999
14973,17,12000
14986,17,12001
15026,17,12002
15061,17,12003
15079,17,12004
15083,17,12005
15085,17,12006
15163,17,12007
15191,17,12008
15205,17,12009
15247,17,12010
15260,17,12011
15273,17,12012
15309,17,12013
15328,17,12014
15331,17,12015
15340,17,12016
15353,17,12017
15354,17,12018
15359,17,12019
15366,17,12020
15373,17,12021
15385,17,12022
15391,17,12023
15423,17,12024
15450,17,12025
15471,17,12026
15476,17,12027
15508,17,12028
15548,17,12029
15568,17,12030
15570,17,12031
15706,17,12032
15715,17,12033
15773,17,12034
15782,17,12035
15803,17,12036
15805,17,12037
15821,17,12038
15860,17,12039
15897,17,12040
15978,17,12041
16038,17,12042
16054,17,12043
16156,17,12044
16215,17,12045
16294,17,12046
16337,17,12047
16374,17,12048
16459,17,12049
16481,17,12050
16513,17,12051
16571,17,12052
16579,17,12053
16657,17,12054
16659,17,12055
16699,17,12056
16727,17,12057
16729,17,12058
16750,17,12059
16778,17,12060
16815,17,12061
16840,17,12062
16851,17,12063
16861,17,12064
16892,17,12065
16933,17,12066
16937,17,12067
17063,17,12068
17090,17,12069
17118,17,12070
17120,17,12071
17147,17,12072
17182,17,12073
17187,17,12074
17232,17,12075
17280,17,12076
